latitude,longitude,AGB
-10.27346914,-69.33907208,234.5405863
-9.950952011,-69.09466466,272.964371
-9.941140362,-69.07195257,96.76352057
-10.00843415,-68.38178473,349.87226
-9.943912519,-69.35686519,188.353937
-10.66002383,-68.81711497,287.72206
-9.845556476,-69.27015058,158.5018919
-9.649715351,-68.87335636,143.8547316
-10.02451552,-68.57938481,156.3439325
-10.26018716,-68.61649026,299.1965143
-9.980573496,-69.49670904,226.2794326
-10.27158663,-69.06813264,161.2608008
-10.05997582,-69.21150882,137.627569
-9.931337015,-69.06543366,265.1338358
-9.812436163,-69.00748382,296.2683905
-9.947441002,-68.33692988,221.3637511
-10.42501814,-69.14634292,272.6272324
-10.15085794,-68.97918559,133.0141173
-9.808141811,-68.4041922,217.1580454
-10.45694983,-69.19786791,199.406337
-10.48396551,-68.91097172,227.1561057
-10.41050454,-68.48546991,248.9406111
-10.06798695,-69.44819978,257.8688039
-10.55388453,-69.24863798,133.4944471
-9.937568043,-68.77300128,270.716943
-10.11308747,-68.41316918,208.2094384
-10.21650479,-68.12029317,276.3185675
-10.51221775,-69.35735886,122.9322714
-10.40366387,-68.83730503,148.6258907
-10.01196441,-68.84193876,260.484169
-10.72466537,-69.38242669,264.6248808
-10.6205406,-68.67007042,319.3299686
-10.1104521,-69.30766378,271.7923105
-9.920288302,-68.29405024,23.85348036
-9.79043741,-68.22850164,124.5383211
-10.35537129,-69.58589454,178.9646341
-10.07661065,-69.35520639,260.8323163
-10.12987232,-68.94305747,137.6192452
-9.959964811,-69.06539651,250.0583257
-10.19328223,-68.96827196,288.3699213
-10.48993667,-69.5856034,204.5748617
-10.65104683,-68.88454495,160.1174553
-10.25320559,-69.0545765,185.0851962
-10.40341813,-69.55048756,306.028588
-9.936015511,-68.20029081,130.0348223
-9.693889497,-69.32120234,126.8393108
-10.49818719,-69.22179402,241.4404065
-9.969405859,-69.40701379,135.7545026
-10.13311006,-68.14180705,193.4670065
-10.73034361,-69.42461086,241.0676122
-10.47956277,-68.71178351,233.0222739
-10.28355979,-69.20293828,266.404146
-9.558748342,-69.18689491,232.3821619
-10.31587477,-68.56279058,168.5958488
-10.10714022,-68.8978583,114.6972463
-10.2672165,-68.07642422,218.5716464
-10.1677253,-68.95668136,16.05319918
-10.435271,-69.45147747,187.2542563
-10.42787245,-69.15546906,287.2075261
-9.909406765,-69.43314394,111.7145194
-9.976079474,-69.40210151,136.9758416
-10.20785575,-69.313001,322.1933825
-9.94216591,-68.77638239,264.3662984
-10.60724737,-68.66022599,120.4983923
-10.56999439,-68.79582703,220.6391325
-10.13223562,-69.33072171,182.5267645
-10.58557778,-68.94127006,211.5674526
-9.796827771,-68.30262811,10.38557168
-9.839935258,-69.15366254,239.9103783
-9.678767975,-69.2295669,150.0331832
-10.61429047,-68.84993998,175.7251099
-9.844422175,-69.29851788,31.28295503
-10.46533919,-68.69418104,177.6926033
-10.47733318,-69.5837691,160.2231491
-9.710402113,-69.22121292,183.3832558
-10.68176258,-68.86149636,180.5138892
-10.27302234,-68.50981828,262.2383681
-10.32986497,-69.41701972,171.7518759
-9.785650216,-68.69688107,215.3469379
-10.11974864,-69.50814719,367.8466402
-10.24203682,-69.34544101,224.2079905
-10.31732086,-69.58753348,154.379051
-9.579677841,-69.20218537,349.2912058
-10.12190841,-69.28763565,222.5322609
-10.50887357,-68.77927454,83.77195444
-9.767288804,-68.96691293,188.7753187
-10.21261925,-69.01103529,159.0370557
-10.42542448,-68.72472128,250.7399084
-9.768930748,-69.03501867,109.3197893
-10.14713618,-69.52118547,188.6441871
-10.3925698,-68.62678489,209.0744575
-10.21995765,-68.74442635,230.1993819
-10.03692413,-68.09339269,272.1215294
-10.37749184,-68.85396646,185.755716
-9.721332441,-68.37111932,232.1941595
-9.745405272,-69.57169728,247.2915926
-10.24984849,-69.32911188,240.6050601
-9.70716526,-69.31670813,220.8892724
-10.13172932,-69.26955973,181.867637
-10.53807794,-69.02155341,122.8465658
-10.05058753,-69.47094494,214.1395195
